dispute_id,description,is_verified_duplicate,is_verified_failed,contains_fraud_keyword,contains_refund_keyword,contains_duplicate_keyword,true_category
D1469,"Unauthorised transaction: ntoo my ransaction. someone used ym card, it's unauthorissedpl shellp",0,0,1,0,0,FRAUD
D1399,Payment failed but bank debited me; transaction status is FAIL.,0,1,0,0,0,FAILED_TRANSACTION
D1198,"I see a duplicate transaction of ₹750 for same merchant, pls help. I have the SMS and bank statement.",1,0,0,0,1,DUPLICATE_CHARGE
D1112,"I got charged twice for the same taxi of ₹3,500 a week ago. pls help",1,0,0,0,1,DUPLICATE_CHARGE
D1476,Unauthorized transaction on my card — suspicious charge I didn't do. I have screenshots if needed.,0,0,1,0,0,FRAUD
D1240,UPI failed but I got debited. Status shows FAILED.,0,1,0,0,0,FAILED_TRANSACTION
D1573,Still waiting for refund after canceled transaction. Transaction IDs: 398624,0,0,0,1,0,REFUND_PENDING
D1577,refund hasn't come back to my account after the seller cancelled.,0,0,0,1,0,REFUND_PENDING
D1152,"I got charged twice for the same ticketing site of ₹2,300.00 two days ago.",1,0,0,0,1,DUPLICATE_CHARGE
D1245,"My payment failed on gateway but amount got deducted, pls reverse.",0,1,0,0,0,FAILED_TRANSACTION
D1228,Payment went through at my end but merchant shows failed—I've been charged. pls help,0,1,0,0,0,FAILED_TRANSACTION
D1101,"was charged again for the same order, looks like a duplicate payment. pls help",1,0,0,0,1,DUPLICATE_CHARGE
D1701,Refund pending for a week after I cancelled the order. I have the SMS and bank statement.,0,0,0,1,0,REFUND_PENDING
D1367,Payment went through at my end but merchant shows failed—I've been charged. Transaction IDs: 356092,0,1,0,0,0,FAILED_TRANSACTION
D1741,"Payment unclear — says processed but merchant not received. Please reverse asap, this is urgent.",0,0,0,1,0,OTHERS
D1536,I did not make this payment. This is fraud.,0,0,1,0,0,FRAUD
D1189,double charge on card for ₹99 at pharmacy. please refund.,1,0,0,1,1,DUPLICATE_CHARGE
D1413,UI failed b I got debited. Status shows FAILED.,0,1,0,0,0,FAILED_TRANSACTION
D1505,I did'nt auhtorizee this UPI trnasfer. Thiis is definiteyl fraud.,0,0,1,0,0,FRAUD
D1175,charged twice. 2 entries for same txn id at utility bill.,1,0,0,0,1,DUPLICATE_CHARGE
D1086,"Double charge: I was debied two tiems, samme txn, ame amount. chargeed twicee!",0,0,0,0,1,DUPLICATE_CHARGE
D1637,refund hasn't come back to my account after the seller cancelled.,0,0,0,1,0,REFUND_PENDING
D1490,Unauthorized transaction on my card — suspicious charge I didn't do.,0,0,1,0,0,FRAUD
D1269,payment went through at my end but merchant shows failed—i've been charged.,0,1,0,0,0,FAILED_TRANSACTION
D1765,My NEFT credited to wrong beneficiary per my statement.,0,0,0,0,0,OTHERS
D1507,"Unauthorised transaction: Not my transaction. Someone used my card, it's unauthorised.",0,0,1,0,0,FRAUD
D1745,Payment unclear — says processed but merchant not received. pls help,0,0,0,1,0,OTHERS
D1677,Refund pending for a week after I cancelled the order. pls help,0,0,0,1,0,REFUND_PENDING
D1539,"Unauthorised transaction: Not my transaction. Someone used my card, it's unauthorised.",0,0,1,0,0,FRAUD
D1755,EMI card was charged twice this month (not sure why).,0,0,0,0,1,OTHERS
D1714,"refund hasn't come back to my account after the seller cancelled. Please reverse asap, this is urgent.",0,0,0,1,0,REFUND_PENDING
D1185,Double charge: two debits for one purchase at utility bill minutes apart.,1,0,0,0,1,DUPLICATE_CHARGE
D1416,Payment went through at my end but merchant shows failed—I've been charged.,0,1,0,0,0,FAILED_TRANSACTION
D1386,"My payment failed on gateway but amount got deducted, pls reverse.",0,1,0,0,0,FAILED_TRANSACTION
D1214,"My payment failed on gateway but amount got deducted, pls reverse.",0,1,0,0,0,FAILED_TRANSACTION
D1773,Suspicious txn: my neft credited to wrong beneficiary per my statement.,0,0,1,0,0,OTHERS
D1590,still waiting for refund after canceled transaction. I have the SMS and bank statement.,0,0,0,1,0,REFUND_PENDING
D1143,Double charge: duplictaed charge fro ₹7500 — I only did the ppyamnet onc.,1,0,0,0,1,DUPLICATE_CHARGE
D1254,Payment went through at my end but merchant shows failed—I've been charged.,0,0,0,0,0,FAILED_TRANSACTION
D1263,Failed transaction but money taken out of my savings account. refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1563,Still waiting for refundd ftte canceled transatoin.,0,0,0,1,0,REFUND_PENDING
D1072,charged twice. 2 entries for same txn id at taxi.,1,0,0,0,1,DUPLICATE_CHARGE
D1711,"Refund waiting, merchant says refunded but not in my bank.",0,0,0,1,0,REFUND_PENDING
D1325,NEFT failed but amount not reversed yet.,0,1,0,0,0,FAILED_TRANSACTION
D1705,"Refund waiting, merchant says refunded but not in my bank.",0,0,0,1,0,REFUND_PENDING
D1441,Unauthorised transaction: I didn't authooze this UPI transfer. This is deefinitelyfradu.,0,0,1,0,0,FRAUD
D1493,"Suspicious txn on my accoount, please investigte — not me. Transaction IDs: 438746",0,0,1,0,0,FRAUD
D1568,Refund hasn't come back to my account after the seller cancelled. pls help,0,0,0,1,0,REFUND_PENDING
D1129,"Double charge on card for ₹2,300.00 at utility bill. Please refund.",1,0,0,1,1,DUPLICATE_CHARGE
D1390,upi failed but i got debited. stattus showsfailed. pls help,0,1,0,0,0,FAILED_TRANSACTION
D1004,"Was charged again for the same order, looks like a duplicate payment.",1,0,0,0,1,DUPLICATE_CHARGE
D1747,payment unclear — says processed but merchant not received. pls help,0,0,0,1,0,OTHERS
D1787,"Payment stuck in pending, not sure if merchant got it. pls help Please reverse asap, this is urgent.",0,0,0,0,0,OTHERS
D1217,"My payment failed on gateway but amount got deducted, pls reverse.",0,1,0,0,0,FAILED_TRANSACTION
D1336,NEFT failed but amount not reversed yet.,0,1,0,0,0,FAILED_TRANSACTION
D1401,payment went through at my end but merchant shows failed—i've been charged.,0,1,0,0,0,FAILED_TRANSACTION
D1231,"My payment failed on gateway but amount got deducted, pls reverse. refund not yet received.",0,1,0,1,0,FAILED_TRANSACTION
D1689,"refund not received, i've been waiting for days.",0,0,0,1,0,REFUND_PENDING
D1642,Refund for canceled order not processed yet.,0,0,0,1,0,REFUND_PENDING
D1712,Refund pending: Refnd pending ffor a weeek affter I cncaalleed th order.,0,0,0,1,0,REFUND_PENDING
D1793,Payment unclear — says processed but merchant not received.,0,0,0,1,0,OTHERS
D1552,"Unauthorised transaction: not my transaction. someone used my card, it's unauthorised.",0,0,1,0,0,FRAUD
D1679,"Refund pending for a week after I cancelled the order. Please reverse asap, this is urgent.",0,0,0,1,0,REFUND_PENDING
D1659,refund pending for a week after i cancelled the order.,0,0,0,1,0,REFUND_PENDING
D1798,chargeback erqueste das i don'tr ecognzie thiis car dtxn.,0,0,0,0,0,OTHERS
D1585,Refund pending for a week after I cancelled the order. pls help,0,0,0,1,0,REFUND_PENDING
D1366,neft failed but amount not reversed yet. pls help refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1177,"Double charge on card for ₹1,999 at restaurant. Please refund.",1,0,0,1,1,DUPLICATE_CHARGE
D1380,Failed transaction: Paaymentwent thruogh att myend but merchant shows faiiled—I'vee been chaged.,0,1,0,0,0,FAILED_TRANSACTION
D1417,NEFT failed but amount not reversed yet.,0,0,0,0,0,FAILED_TRANSACTION
D1362,NEFT failed but amount not reversed yet. refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1187,Double charge: duplicated charge for ₹59.99 — I only did the payment once. I have the SMS and bank statement.,1,0,0,0,1,DUPLICATE_CHARGE
D1735,payment unclear — says processed but merchant not received.,0,0,0,1,0,OTHERS
D1347,"NEFT failed but amount not reversed yet. Please reverse asap, this is urgent.",0,1,0,0,0,FAILED_TRANSACTION
D1349,neft failed but amount not reversed yet. refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1155,Double charge on card for ₹499 at utility bill. Please refund. pls help,1,0,0,1,1,DUPLICATE_CHARGE
D1327,Payment failed but bank debited me; transaction status is FAIL. pls help,0,1,0,0,0,FAILED_TRANSACTION
D1550,I did not make this payment. This is fraud.,0,0,1,0,0,FRAUD
D1063,charged twice. 2 entries for same txn id at restaurant.,1,0,0,0,1,DUPLICATE_CHARGE
D1668,"Refund not received, I've been waiting for days. pls help",0,0,0,1,0,REFUND_PENDING
D1508,unauthorized transaction on my card — suspicious charge i didn't do.,0,0,1,0,0,FRAUD
D1579,"Refund not received, I've been waiting for days.",0,0,0,1,0,REFUND_PENDING
D1123,charged twice. 2 entries for same txn id at restaurant.,1,0,0,0,1,DUPLICATE_CHARGE
D1297,Payment failed but bank deibetd me; transaction sttus is FAIL.,0,1,0,0,0,FAILED_TRANSACTION
D1164,"I see a duplicate transaction of ₹2,300.00 for same merchant, pls help.",1,0,0,0,1,DUPLICATE_CHARGE
D1639,Refund pending for a week after I cancelled the order.,0,0,0,1,0,REFUND_PENDING
D1145,"Duplicate charge: I was dbeite dtwo times, ame txn, s amount. carged twcie! plsh elp",1,0,0,0,1,DUPLICATE_CHARGE
D1676,"Refund waiting, merchant says refunded but not in my bank.",0,0,0,1,0,REFUND_PENDING
D1452,I didn't authorize this UPI transfer. This is definitely fraud.,0,0,1,0,0,FRAUD
D1065,"I was debited two times, same txn, same amount. charged twice! pls help",1,0,0,0,1,DUPLICATE_CHARGE
D1230,payment failed but bank debited me; trrasacttin stats is fial.,0,1,0,0,0,FAILED_TRANSACTION
D1790,Got two UPI debit messages for one QR scan — unsure what happened.,0,0,0,0,0,OTHERS
D1496,"Suspicious txn on my account, please investigate — not me.",0,0,1,0,0,FRAUD
D1566,Refund hasn't come back to my account after the seller cancelled.,0,0,0,1,0,REFUND_PENDING
D1759,"Payment stuck in pending, not sure if merchant got it. I have screenshots if needed.",0,0,0,0,0,OTHERS
D1031,charged twice. 2 entries for same txn id at petrol pump. I contacted merchant but no response.,1,0,0,0,1,DUPLICATE_CHARGE
D1041,"Was charged again for the same order, looks like a duplicate payment.",1,0,0,0,1,DUPLICATE_CHARGE
D1019,"Was charged again for the same order, looks like a duplicate payment.",1,0,0,0,1,DUPLICATE_CHARGE
D1606,Still waiting for refund after canceled transaction.,0,0,0,1,0,REFUND_PENDING
D1666,Still waiting for refund after canceled transaction.,0,0,0,1,0,REFUND_PENDING
D1365,Payment went through at my end utmercant shows ailed—'ve been charged.,0,0,0,0,0,FAILED_TRANSACTION
D1124,"Double charge on card for ₹3,500 at utility bill. Please refund.",1,0,0,1,1,DUPLICATE_CHARGE
D1108,Double charge: two debits for one purchase at grocery store minutes apart.,1,0,0,0,1,DUPLICATE_CHARGE
D1425,payment failed but bank debited me; transaction status is fail.,0,1,0,0,0,FAILED_TRANSACTION
D1389,Payment went through at my end but merchant shows failed—I've been charged.,0,1,0,0,0,FAILED_TRANSACTION
D1738,Payment unclear — says processed but merchant not received.,0,0,0,1,0,OTHERS
D1468,"Ths lookk slike fraud,I didn't aauthorize this debit.",0,0,1,0,0,FRAUD
D1206,Failed transaction but money taken out of my savings account.,0,1,0,0,0,FAILED_TRANSACTION
D1515,"This looks like fraud, I didn't authorize this debit.",0,0,1,0,0,FRAUD
D1638,Refund for canceled order not processed yet.,0,0,0,1,0,REFUND_PENDING
D1720,"Refund no receiveed, I've be witinng fr days. pls help",0,0,0,1,0,REFUND_PENDING
D1503,"SSuspciosutxn on my account, pplease invstiggate — not me. I have screenshots if needed.",0,0,1,0,0,FRAUD
D1721,Payment unclear — says processed but merchant not received.,0,0,0,1,0,OTHERS
D1232,Transaction shows FAILED but money was debited from my account.,0,1,0,0,0,FAILED_TRANSACTION
D1795,EMI card was charged twice this month (not sure why).,0,0,0,0,1,OTHERS
D1462,I didn't authorize this UPI transfer. This is definitely fraud. I have the SMS and bank statement.,0,0,1,0,0,FRAUD
D1341,NEFT failed but amount not reversed yet.,0,1,0,0,0,FAILED_TRANSACTION
D1174,"i was debited two times, same txn, same amount. charged twice!",1,0,0,0,1,DUPLICATE_CHARGE
D1553,I didn't autohriize this UPIt ransfer.T his is defintey fraud.,0,0,1,0,0,FRAUD
D1484,I did not make this payment. This is fraud.,0,0,1,0,0,FRAUD
D1368,"transaction shows failed but money was debited from my account. Please reverse asap, this is urgent.",0,1,0,0,0,FAILED_TRANSACTION
D1353,upi failed but i got debited. status shows failed. pls help,0,1,0,0,0,FAILED_TRANSACTION
D1486,"hTis looks like fraud,I didn't uathorize this debit. pls hepl",0,0,1,0,0,FRAUD
D1604,"Refund waiting, merchant says refunded but not in my bank. I contacted merchant but no response.",0,0,0,1,0,REFUND_PENDING
D1690,"Refund waiting, merchant says refunded but not in my bank. pls help",0,0,0,1,0,REFUND_PENDING
D1704,Refund for canceled order not processed yet. pls help,0,0,0,1,0,REFUND_PENDING
D1264,pyament wnt througha ye nd but merchant shows failed—i've bee charged .pls hhelp,0,1,0,0,0,FAILED_TRANSACTION
D1608,refund hasn't come back to my account after the seller cancelled.,0,0,0,1,0,REFUND_PENDING
D1330,upi failed but i got debited. status shows failed.,0,1,0,0,0,FAILED_TRANSACTION
D1081,I got charged twice for the same petrol pump of ₹1200 two days ago.,1,0,0,0,1,DUPLICATE_CHARGE
D1651,Refund hasn't come back to my account after the seller cancelled.,0,0,0,1,0,REFUND_PENDING
D1545,"Unauthorised transaction: not my transaction. someone used my card, it's unauthorised. I have the SMS and bank statement.",0,0,1,0,0,FRAUD
D1237,Failed transaction but money taken out of my savings account.,0,0,0,0,0,FAILED_TRANSACTION
D1458,I didn't authorize this UPI transfer. This is definitely fraud.,0,0,1,0,0,FRAUD
D1071,"i was debited two times, same txn, same amount. charged twice!",1,0,0,0,1,DUPLICATE_CHARGE
D1554,Unauthorised transaction: i din't authorize this upi ransfer. this is defniitelyfarud.,0,0,1,0,0,FRAUD
D1314,Failed transaction but money taken out of my savings account. I have screenshots if needed. refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1037,"Double charge: duplicated charge for ₹3,500 — i only did the payment once.",1,0,0,0,1,DUPLICATE_CHARGE
D1270,"Transaction shows FAILED but money was debited from my account. Please reverse asap, this is urgent.",0,1,0,0,0,FAILED_TRANSACTION
D1316,failed transaction but money taken out of my savings account.,0,1,0,0,0,FAILED_TRANSACTION
D1400,Payment went through at my end but merchant shows failed—I've been charged.,0,1,0,0,0,FAILED_TRANSACTION
D1424,Transaction shows FAILED but money was debited from my account.,0,1,0,0,0,FAILED_TRANSACTION
D1543,"Suspicious txn on my account, please investigate — not me.",0,0,1,0,0,FRAUD
D1056,"I see a duplicate transaction of ₹2,300.00 for same merchant, pls help. pls help",1,0,0,0,1,DUPLICATE_CHARGE
D1440,"My payment failed on gateway but amount got deducted, pls reverse.",0,1,0,0,0,FAILED_TRANSACTION
D1734,Got two UPI debit messages for one QR scan — unsure what happened.,0,0,0,0,0,OTHERS
D1088,i got charged twice for the same clothing store of ₹499 last night.,1,0,0,0,1,DUPLICATE_CHARGE
D1099,"I see a duplicate transaction of ₹450 for same merchant, pls help.",1,0,0,0,1,DUPLICATE_CHARGE
D1582,refund for canceled order not processed yet.,0,0,0,1,0,REFUND_PENDING
D1315,upi failed but i got debited. status shows failed. pls help,0,1,0,0,0,FAILED_TRANSACTION
D1777,Chargeback requested as I don't recognize this card txn.,0,0,0,0,0,OTHERS
D1419,failed transaction but money taken out of my savings account. pls help,0,1,0,0,0,FAILED_TRANSACTION
D1299,Payment failed but bank debited me; transaction status is FAIL. I have the SMS and bank statement.,0,1,0,0,0,FAILED_TRANSACTION
D1020,Double charge: Two debitts ffor noee purchase at ticketing sitte minutes aaprt. Transaction IDs: 259784,1,0,0,0,1,DUPLICATE_CHARGE
D1421,"My payment failed on gateway but amount got deducted, pls reverse.",0,1,0,0,0,FAILED_TRANSACTION
D1693,"Refund not received, I've been waiting for days.",0,0,0,1,0,REFUND_PENDING
D1159,"Was charged again for the same order, looks like a duplicate payment.",1,0,0,0,1,DUPLICATE_CHARGE
D1541,"suspicious txn on my account, please investigate — not me.",0,0,1,0,0,FRAUD
D1021,Double charge: two debits for one purchase at pharmacy minutes apart. Transaction IDs: 959099,0,0,0,0,1,DUPLICATE_CHARGE
D1045,Double charge on card for ₹99 at pharmacy. Please refund. pls help,1,0,0,1,1,DUPLICATE_CHARGE
D1293,Failed transaction: Paymment wwent through at my end bt meerchant showss afiled—I've been ccharged. refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1342,"my payment failed on gateway but amount got deducted, pls reverse. pls help I contacted merchant but no response.",0,1,0,0,0,FAILED_TRANSACTION
D1183,"I see a duplicate transaction of ₹2500 for same merchant, pls help.",1,0,0,0,1,DUPLICATE_CHARGE
D1610,Still waiting for refund after canceled transaction.,0,0,0,1,0,REFUND_PENDING
D1352,Failed transaction but money taken out of my savings account.,0,1,0,0,0,FAILED_TRANSACTION
D1348,Payment failed but bank debited me; transaction status is FAIL.,0,1,0,0,0,FAILED_TRANSACTION
D1188,"Was charged again for the same order, oloks like ad uplicat payment.",1,0,0,0,1,DUPLICATE_CHARGE
D1589,"refund hasn't come back to my account after the seller cancelled. pls help Please reverse asap, this is urgent.",0,0,0,1,0,REFUND_PENDING
D1561,Still waiting for refund after canceled transaction.,0,0,0,1,0,REFUND_PENDING
D1630,Refund pending for a week after I cancelled the order.,0,0,0,1,0,REFUND_PENDING
D1091,Double charge: two debits for one purchase at mobile recharge minutes apart.,1,0,0,0,1,DUPLICATE_CHARGE
D1736,Payment unclear — says processed but merchant not received.,0,0,0,1,0,OTHERS
D1002,I got charged twice for the same petrol pump of ₹59.99 last night. pls help,1,0,0,0,1,DUPLICATE_CHARGE
D1497,I didn't authorize this UPI transfer. This is definitely fraud.,0,0,1,0,0,FRAUD
D1078,"I was debited two times, same txn, same amount. charged twice! Transaction IDs: 843788",1,0,0,0,1,DUPLICATE_CHARGE
D1332,Payment went through at my end but merchant shows failed—I've been charged. pls help refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1609,Still waiting for refund after canceled transaction. Transaction IDs: 992278,0,0,0,1,0,REFUND_PENDING
D1407,Failed transaction but money taken out of my savings account. pls help,0,1,0,0,0,FAILED_TRANSACTION
D1048,charged twice. 2 entries for same txn id at petrol pump.,1,0,0,0,1,DUPLICATE_CHARGE
D1253,NEFT failed but amount not reversed yet.,0,1,0,0,0,FAILED_TRANSACTION
D1220,Failed transsaction but money ttaken ou tof my savings account. I have screenshots if needed. refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1744,My NEFT credteiid to wrong benefiicairyperrm y tatmeent. I have the SMS and bank statement.,0,0,0,0,0,OTHERS
D1077,"Was charged again for the same order, looks like a duplicate payment.",1,0,0,0,1,DUPLICATE_CHARGE
D1005,"was charged again for the same order, looks like a duplicate payment. I have the SMS and bank statement.",1,0,0,0,1,DUPLICATE_CHARGE
D1722,EMI card was charged twice this month (not sure why).,0,0,0,0,1,OTHERS
D1408,Transactoinshwos AILED bbut oney was debiitd from my account.,0,0,0,0,0,FAILED_TRANSACTION
D1753,emi card was charged twice this month (not sure why).,0,0,0,0,1,OTHERS
D1601,"Refund waiting, mrchant says refudde butn ot in my bakn.",0,0,0,1,0,REFUND_PENDING
D1766,Payment unclear — says processed but merchant not received. pls help,0,0,0,1,0,OTHERS
D1719,Refund hasn't come back to my account after the seller cancelled. Transaction IDs: 900611,0,0,0,1,0,REFUND_PENDING
D1193,Double charge on card for ₹450 at utility bill. Please refund.,1,0,0,1,1,DUPLICATE_CHARGE
D1304,"My payment failed on gateway but amount got deducted, pls reverse.",0,1,0,0,0,FAILED_TRANSACTION
D1532,"Unauthorised transaction: Suspicioous txn on my account, plaese investigate — notm e.",0,0,1,0,0,FRAUD
D1647,"Refund not received, I've been waiting for days.",0,0,0,1,0,REFUND_PENDING
D1584,"Refund for canceled order not processed yet. Please reverse asap, this is urgent.",0,0,0,1,0,REFUND_PENDING
D1786,"Suspicious txn: Chargeback requested as I don't recognize this card txn. Please reverse asap, this is urgent. refund pending.",0,0,1,1,0,OTHERS
D1085,charged twice. 2 entries for same txn id at clothing store.,1,0,0,0,1,DUPLICATE_CHARGE
D1412,Transctioon shhows FALIED ut moneywas debitedf rom mmy account.,0,0,0,0,0,FAILED_TRANSACTION
D1313,NEFT failed but amount not reversed yet. I contacted merchant but no response.,0,1,0,0,0,FAILED_TRANSACTION
D1463,"Unauthorised transaction: not my transaction. someone used my card, it's unauthorised.",0,0,1,0,0,FRAUD
D1147,"Double carge on card foor 1,9999 attmobile rechareg. Pelase refun.",1,0,0,0,1,DUPLICATE_CHARGE
D1492,"Suspicious txn on my account, please investigate — not me. Please reverse asap, this is urgent.",0,0,1,0,0,FRAUD
D1640,Stlil wwiating for refund after canceld transaction.,0,0,0,1,0,REFUND_PENDING
D1453,I didn't authorize this UPI transfer. This is definitely fraud.,0,0,1,0,0,FRAUD
D1110,charged twice. 2 entries for same txn id at taxi.,1,0,0,0,1,DUPLICATE_CHARGE
D1746,EMI card was charged twice this month (not sure why).,0,0,0,0,1,OTHERS
D1203,UPI failed but I got debited. Status shows FAILED.,0,1,0,0,0,FAILED_TRANSACTION
D1660,Refund hasn't come back to my account after the seller cancelled.,0,0,0,1,0,REFUND_PENDING
D1250,Payment failed but bank debited me; transaction status is FAIL. I contacted merchant but no response.,0,1,0,0,0,FAILED_TRANSACTION
D1121,"I was debited two times, same txn, same amount. charged twice!",1,0,0,0,1,DUPLICATE_CHARGE
D1560,I did not make this payment. This is fraud.,0,0,1,0,0,FRAUD
D1061,"Double charge: duplicated charge for ₹3,500 — I only did the payment once. pls help",1,0,0,0,1,DUPLICATE_CHARGE
D1190,charged twice. 2 entries for same txn id at electronics shop.,1,0,0,0,1,DUPLICATE_CHARGE
D1662,"Refund waiting, merchant says refunded but not in my bank.",0,0,0,1,0,REFUND_PENDING
D1016,Double charge: dulicatd chharge for ₹99 — I onlyd id the paayment ncee.,1,0,0,0,1,DUPLICATE_CHARGE
D1243,Payment failed but bank debited me; transaction status is FAIL.,0,1,0,0,0,FAILED_TRANSACTION
D1213,NEFT failed but amount not reversed yet. I have screenshots if needed. refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1699,"Refund not received, I've been waiting for days.",0,0,0,1,0,REFUND_PENDING
D1222,payment went through at my end but merchant shows failed—i've been charged.,0,1,0,0,0,FAILED_TRANSACTION
D1510,i did not make this payment. this is fraud.,0,0,1,0,0,FRAUD
D1498,"Unauthorised transaction: Not my transaction. Someone used my card, it's unauthorised.",0,0,1,0,0,FRAUD
D1583,Refund for canceled order not processed yet.,0,0,0,1,0,REFUND_PENDING
D1030,duplicated charge for ₹99 — I only did the payment once.,1,0,0,0,1,DUPLICATE_CHARGE
D1161,"i was debited two times, same txn, same amount. charged twice!",1,0,0,0,1,DUPLICATE_CHARGE
D1397,Payment failed but bank debited me; transaction status is FAIL.,0,1,0,0,0,FAILED_TRANSACTION
D1034,Double charge: duplicated charge for ₹1200 — I only did the payment once.,1,0,0,0,1,DUPLICATE_CHARGE
D1596,refund pending for a week after i cancelled the order.,0,0,0,1,0,REFUND_PENDING
D1247,Failed transaction but money taken out of my savings account.,0,1,0,0,0,FAILED_TRANSACTION
D1752,Got two UPI debit messages for one QR scan — unsure what happened.,0,0,0,0,0,OTHERS
D1084,charged twice. 2 entries for same txn id at restaurant.,1,0,0,0,1,DUPLICATE_CHARGE
D1125,"I got charged twice for the same petrol pump of ₹3,500 a week ago.",1,0,0,0,1,DUPLICATE_CHARGE
D1784,"Suspicious txn: Payment stuck in pending, not sure if merchant got it.",0,0,1,0,0,OTHERS
D1494,Unauthorized transaction on my card — suspicious charge I didn't do.,0,0,1,0,0,FRAUD
D1603,refund hasn't come back to my account after the seller cancelled.,0,0,0,1,0,REFUND_PENDING
D1291,Payment failed but bank debited me; transaction status is FAIL. pls help I have the SMS and bank statement.,0,1,0,0,0,FAILED_TRANSACTION
D1215,Transaction shows FAILED but money was debited from my account. Transaction IDs: 787313,0,1,0,0,0,FAILED_TRANSACTION
D1205,failed transaction but money taken out of my savings account. refund not yet received.,0,0,0,1,0,FAILED_TRANSACTION
D1581,Refund pending for a week after I cancelled the order.,0,0,0,1,0,REFUND_PENDING
